structure_id;structure_nr;structure_name;structure_cs;structure_inspection_date;structure_construction_year;element_id;element_nr;element_name;element_type_nr;element_type_name;element_bauart_nr;element_bauart_name;element_cs;element_inspection_date;element_extent;element_extent_unit;element_construction_year;element_cost_relevant;structure_of_element_relevant;element_cs_approx;element_typ_general_nr;element_dmg_process;element_dmg_process_scenario;element_expected_lifetime;element_repair_amounts;element_iv_strategy;element_det_speed_increase;element_has_no_error;element_is_used
9fbe27ae-b781-0c49-bb0d-1465bbfdfcb4;09P052-G;Pont du Crau Coulet - Gauche;2;45216;1974;ab98ef1f-24f3-4352-979a-7acfd0717986;EN 3;Entretoise 3;3816;Querträger;1123;Stahlbetonkonstruktion;2;45217;16.6;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
9fbe27ae-b781-0c49-bb0d-1465bbfdfcb4;09P052-G;Pont du Crau Coulet - Gauche;2;45216;1974;d9f2d950-3fe7-44f5-8bf8-d43dbc5c6d80;EN 2;Entretoise 2;3816;Querträger;1123;Stahlbetonkonstruktion;2;45217;16.6;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
9fbe27ae-b781-0c49-bb0d-1465bbfdfcb4;09P052-G;Pont du Crau Coulet - Gauche;2;45216;1974;f0b6782c-3aed-4e40-ad49-28896d75adb1;EN 4;Entretoise culée St-M;3816;Querträger;1123;Stahlbetonkonstruktion;2;45217;16.6;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
9fbe27ae-b781-0c49-bb0d-1465bbfdfcb4;09P052-G;Pont du Crau Coulet - Gauche;2;45216;1974;0d5f241c-e85e-4c86-bd6b-448f8c9456b3;PI104;Pile 104;3215;Strebe;1123;Stahlbetonkonstruktion;91;45216;160;m²;1974;TRUE;TRUE;2;9;10;neutral;80;4;3;0.05;TRUE;TRUE
9fbe27ae-b781-0c49-bb0d-1465bbfdfcb4;09P052-G;Pont du Crau Coulet - Gauche;2;45216;1974;95d02a39-6d56-4a29-b4d9-bd43f09b8e53;AP_0_D;Appui linéaire culée Lausanne_droite;3913;Linienkipplager;1201;Stahllager;2;43266;1;Stk;1974;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
9fbe27ae-b781-0c49-bb0d-1465bbfdfcb4;09P052-G;Pont du Crau Coulet - Gauche;2;45216;1974;a054dfe9-af3b-1749-a532-98cf35fee839;TAGA;Tablier porte à faux gauche;374;Kragplatte;1123;Stahlbetonkonstruktion;1;45216;780;m²;1974;TRUE;TRUE;1;14;10;neutral;80;4;3;0.05;TRUE;TRUE
9fbe27ae-b781-0c49-bb0d-1465bbfdfcb4;09P052-G;Pont du Crau Coulet - Gauche;2;45216;1974;bcdf15ca-629b-4b46-9a24-10c00b198521;PADR;Parapet droit;660;Leitmauer;1123;Stahlbetonkonstruktion;1;45069;390;m²;1974;TRUE;TRUE;1;16;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;8bf8c071-6e8e-4a03-9b7b-07335e388f46;MALSAV;Mur d'aile côté Lausanne aval;3806;Flügelmauer;1123;Stahlbetonkonstruktion;2;45042;25;m²;1974;TRUE;TRUE;2;7;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;de46f495-aed5-4621-8303-ce3aa03bd900;MAVEAV;Mur d'aile côté Vevey aval;3806;Flügelmauer;1123;Stahlbetonkonstruktion;2;45042;25;m²;1974;TRUE;TRUE;2;7;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;cb144e29-14fb-614d-b8fe-f94e73f0f893;PI3LS;Pile 3 LS;3221;Einzelpfeiler;1123;Stahlbetonkonstruktion;2;45042;490;m²;1974;TRUE;TRUE;2;9;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;3bc9657a-c27e-41dd-8e37-0abcb439fee2;APLS_2;Appui Culée LS;3912;Punktkipplager;1201;Stahllager;1;45152;1;Stk;1974;TRUE;TRUE;1;18;70;neutral;20;2;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;c0c562af-68c9-4ad9-be40-62e98ea6b6b4;APLS_3;Appui Culée LS;3912;Punktkipplager;1201;Stahllager;1;45152;1;Stk;1974;TRUE;TRUE;1;18;70;neutral;20;2;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;ddbf3ee7-90c9-4ae9-a70a-3500b539e8ce;APVE_1;Appuis culée VE;3913;Linienkipplager;1201;Stahllager;2;45152;1;Stk;1974;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;34ac73bc-020d-4578-88dd-a2ed69b40087;APVE_3;Appuis culée VE;3913;Linienkipplager;1201;Stahllager;2;45152;1;Stk;1974;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;1dd94cd3-f4fe-4264-a09f-3a80bee5fc2c;APLS_1;Appui Culée LS;3912;Punktkipplager;1201;Stahllager;1;45056;1;Stk;1974;TRUE;TRUE;1;18;70;neutral;20;2;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;a57fcc73-0c57-49da-8caf-3577881b76c2;PAAM;Parapet amont;662;Brüstung;1123;Stahlbetonkonstruktion;2;45042;1140;m²;1974;TRUE;TRUE;2;16;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;5ac8707d-d93f-4020-b423-69235011b11a;PAAV;Parapet aval;662;Brüstung;1123;Stahlbetonkonstruktion;2;45042;1140;m²;1974;TRUE;TRUE;2;16;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;3b47a376-390d-4155-83c2-b55c75e539fe;APLS_1;Appui Culée LS;3912;Punktkipplager;1201;Stahllager;1;45056;1;Stk;1974;TRUE;TRUE;1;18;70;neutral;20;2;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;509c25a0-8667-4e36-b934-0ea84d52d1c8;APLS_3;Appui Culée LS;3912;Punktkipplager;1201;Stahllager;1;45056;1;Stk;1974;TRUE;TRUE;1;18;70;neutral;20;2;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;f49a1d80-1f89-4037-be25-5cc0f879776b;EN21;Entretoise travée 21;3816;Querträger;1123;Stahlbetonkonstruktion;2;45056;24;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;1bb486ac-36df-41a2-8b46-406e6ab2749c;EN41;Entretoise travée 41;3816;Querträger;1123;Stahlbetonkonstruktion;2;45056;24;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;160b2ba5-a26c-4d17-b5d0-4148700542c5;EN5;Entretorise travée 5;3816;Querträger;1152;Verbundkonstruktion;2;45056;12;m²;1974;TRUE;TRUE;2;10;40;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;d1add066-407a-44ce-80eb-0bf8642b7453;TRAM;Treilli longitudinal amont;3306;Fachwerkträger;1123;Stahlbetonkonstruktion;2;45042;160;m²;1974;TRUE;TRUE;2;13;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;121fa941-c899-4fc8-a904-85f71a52577c;APVE_2;Appuis culée VE;3913;Linienkipplager;1201;Stahllager;2;45152;1;Stk;1974;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;ee29a618-4cf3-4b97-bda7-6918bb99ee3f;APVE_3;Appuis culée VE;3913;Linienkipplager;1201;Stahllager;2;45056;1;Stk;1974;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;c41d1a88-a9ff-438c-a1b3-844521d1e27a;APVE_4;Appuis culée VE;3913;Linienkipplager;1201;Stahllager;0;45027;1;Stk;1974;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;5cd1968a-aa46-450b-a697-9573760ece83;EN1;Entretoise travée 1;3816;Querträger;1123;Stahlbetonkonstruktion;2;45056;24;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;5d38ad7f-4485-4c5f-8c2b-6dc8cc869d83;EN31;Entretoise travée 31;3816;Querträger;1123;Stahlbetonkonstruktion;2;45056;24;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;0ebcba2a-c1f9-4ee0-8732-3352e17182a2;TRAV;Treilli longitudinal aval;3306;Fachwerkträger;1123;Stahlbetonkonstruktion;2;45042;160;m²;1974;TRUE;TRUE;2;13;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;0019ef6b-eeee-457b-891a-9a199236f288;ENCUVE;Entretoise culée Vevey;3816;Querträger;1123;Stahlbetonkonstruktion;2;45152;28;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;1218dce1-9bf3-422c-87e6-e5a52e634188;ENCULS;Entretoise culée Lausanne;3816;Querträger;1123;Stahlbetonkonstruktion;2;45152;28;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;40edb2f4-6902-084d-aa8a-7a24bfa94e03;GLAV;Glissières + garde-corps Aval;663;Leitschranke;1141;Stahlkonstruktion;2;45068;542.4;m;1974;TRUE;TRUE;2;25;40;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;652c7d9d-226a-4b2b-a368-0efbd8057e7a;PI4LS;Pile 4 LS;3221;Einzelpfeiler;1123;Stahlbetonkonstruktion;2;45042;50;m²;1974;TRUE;TRUE;2;9;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;2396180b-461b-418b-8681-4c249a156127;ET;Etanchéité;54;Abdichtung;21;Abdichtungsart;2;45152;5300;m²;1974;TRUE;TRUE;2;23;90;neutral;20;2;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;85403123-bddc-824b-a0b9-95dd882fe08b;DA;Dalle;371;Platte;1125;Spannbetonkonstruktion;2;45056;5595.72;m²;1974;TRUE;TRUE;2;14;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;55c34a90-2a1e-4456-a9d8-c4c2908b010e;APLS_4;Appui Culée LS;3912;Punktkipplager;1201;Stahllager;0;45027;1;Stk;1974;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;718fb7ee-35ad-46b9-ab20-33dbdf10e7dd;APVE_1;Appuis culée VE;3913;Linienkipplager;1201;Stahllager;2;45056;1;Stk;1974;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;f9ee8c93-b824-f344-8693-1ec14c7c8668;RE;Revêtement;631;Deckschicht;221;Asphaltmischgut;2;45068;5300;m²;1974;TRUE;TRUE;2;24;80;neutral;20;2;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;7d96f52a-b56c-e74e-a90d-bbf548c8ddf4;TAIN;Tablier inférieur;373;Fahrbahnplatte;1125;Spannbetonkonstruktion;2;45042;5550;m²;1974;TRUE;TRUE;2;14;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;6a4eb96e-711a-4c3f-bc94-775136c27ff8;PI1VE;Pile 1 VE;3221;Einzelpfeiler;1123;Stahlbetonkonstruktion;2;45042;160;m²;1974;TRUE;TRUE;2;9;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;afada55c-05b7-413e-8b45-a9619946e209;PI4VE;Pile 4 VE;3221;Einzelpfeiler;1123;Stahlbetonkonstruktion;2;45042;50;m²;1974;TRUE;TRUE;2;9;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;e15368cb-9dd6-4632-9777-1052a8dce981;EN_03_LS;Entretoise pile 03 Lausanne;3816;Querträger;1123;Stahlbetonkonstruktion;2;45056;60;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;b8ae4be7-753c-4c72-b29f-ed5e803339c6;EN_04_LS;Entretoise pile 04 Lausanne;3816;Querträger;1123;Stahlbetonkonstruktion;2;45056;60;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;e10b90f1-db82-c64c-ae1f-782c6c0941da;EN_02_VE;Entretoise pile 02 Vevey;3816;Querträger;1123;Stahlbetonkonstruktion;2;45056;60;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;d858bfaa-0138-fa4e-8521-257f5aa5f266;APVE_2;Appuis culée VE;3913;Linienkipplager;1201;Stahllager;2;45056;1;Stk;1974;TRUE;TRUE;2;18;70;neutral;20;2;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;2bbb51f5-301d-b148-8cda-09a86da91482;JDVE;Joint de dilatation VE;4012;Verformbare Fuge aus Polymer;\;andere Bauart;2;45068;13.5;m;1974;TRUE;TRUE;2;19;60;neutral;20;2;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;0b1f20c5-08a9-411e-9af2-ce617fdef30d;GLAM;Glissière + garde-corps Amont;663;Leitschranke;1141;Stahlkonstruktion;2;45042;54.24;m;1974;TRUE;TRUE;2;25;40;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;5ed89c24-0c6b-4308-9ce0-fbb08dc2f5e9;PI2LS;Pile 2 LS;3221;Einzelpfeiler;1123;Stahlbetonkonstruktion;2;45042;840;m²;1974;TRUE;TRUE;2;9;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;8dbfb015-f80b-45c0-b40a-1a09c5394b34;EN_02_LS;Entretoise pile 02 Lausanne;3816;Querträger;1123;Stahlbetonkonstruktion;2;45056;60;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;16af5059-7240-4b4c-b030-3dba3def1114;AMAM;Ame amont;3814;Steg;1125;Spannbetonkonstruktion;2;45056;2042.48;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;68ed2be6-a939-4ce6-bf9b-9874f303ca7f;PI1LS;Pile 1 LS;3221;Einzelpfeiler;1123;Stahlbetonkonstruktion;2;45042;160;m²;1974;TRUE;TRUE;2;9;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;303f25b9-107f-2d48-82a6-896e0c993a49;EN_01_VE;Entretoise pile 01 Vevey;3816;Querträger;1123;Stahlbetonkonstruktion;2;45056;60;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;9603eee0-bfcc-4752-8ba4-f0c9dc303e3e;EN_01_LS;Entretoise pile 01 Lausanne;3816;Querträger;1123;Stahlbetonkonstruktion;2;45056;60;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;5b9000be-7b61-4553-9b33-ce481f0c65e8;EN22;Entretoise travée 22;3816;Querträger;1123;Stahlbetonkonstruktion;2;45056;24;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;9863b037-db6c-4833-ba6a-dbcde9a33c25;EN32;Entretoise travée 32;3816;Querträger;1123;Stahlbetonkonstruktion;2;45056;24;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;f9331272-dd2c-40c4-aea9-030144f35c17;EN42;Entretoise travée 42;3816;Querträger;1123;Stahlbetonkonstruktion;2;45155;24;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;d59c0136-43a0-f54b-baeb-0fa3c6a1c4c6;APLS_2;Appui Culée LS;3912;Punktkipplager;1201;Stahllager;1;45056;1;Stk;1974;TRUE;TRUE;1;18;70;neutral;20;2;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;2fd74a3f-5264-984d-be8f-f206a7a4fe39;CUVE;Culée VE;3101;Widerlager mit Kontrollgang;1123;Stahlbetonkonstruktion;2;45056;45;m²;1974;TRUE;TRUE;2;5;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;9c271d49-3521-4f44-aadd-afda4a4008e4;AMAV;Ame aval;3814;Steg;1125;Spannbetonkonstruktion;2;45056;2042.48;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;a104536f-4b22-496f-b5de-d59b6c05c855;PI2VE;Pile 2 VE;3221;Einzelpfeiler;1123;Stahlbetonkonstruktion;2;45042;840;m²;1974;TRUE;TRUE;2;9;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;243ee2c6-ae8f-4ae6-aceb-ad635467c89d;PI3VE;Pile 3 VE;3221;Einzelpfeiler;1123;Stahlbetonkonstruktion;2;45042;490;m²;1974;TRUE;TRUE;2;9;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;81965db4-3d00-bf4a-a2bb-aa2f0f1ba9b0;CULS;Culée LS;3101;Widerlager mit Kontrollgang;1123;Stahlbetonkonstruktion;2;45056;45;m²;1974;TRUE;TRUE;2;5;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;a8a7f9a1-764c-fd4c-ae73-39e441d7b227;JDLS;Joint de dilatation LS;406;Fahrbahnübergang mit Fingerverschluss;1141;Stahlkonstruktion;2;45068;13.5;m;1974;TRUE;TRUE;2;19;60;neutral;20;2;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;665e4f6c-3b77-46c6-9352-8dc7923359c8;EN_04_VE;Entretoise pile 04 Vevey;3816;Querträger;1123;Stahlbetonkonstruktion;2;45056;60;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;fe7b6ef0-3f79-4411-bbf5-cb64649f5778;EN_03_VE;Entretoise pile 03 Vevey;3816;Querträger;1123;Stahlbetonkonstruktion;2;45056;60;m²;1974;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;f507272b-0938-4bfe-8619-db0ac65f020c;MALSAM;Mur d'aile côté Lausanne amont;3806;Flügelmauer;1123;Stahlbetonkonstruktion;2;45042;25;m²;1974;TRUE;TRUE;2;7;10;neutral;80;4;3;0.05;TRUE;TRUE
70713c53-8550-b44a-b8ab-85fc571422ba;09P034-D;Pont sur la Paudèze - Droite;2;45056;1974;0fb9f264-1c4c-4111-9cf5-712ac56379c1;MAVEAM;Mur d'aile côté Vevey amont;3806;Flügelmauer;1123;Stahlbetonkonstruktion;2;45042;25;m²;1974;TRUE;TRUE;2;7;10;neutral;80;4;3;0.05;TRUE;TRUE
636990de-efc5-5744-bf36-5145e676478e;09V092-G;Viaduc de Chillon - Gauche;3;43669;1970;b8a431ce-33d0-ae4e-bab0-3a57bbf006a9;GLDR;Glissière côté droite;663;Leitschranke;1141;Stahlkonstruktion;0;45364;2120;m;1970;TRUE;TRUE;3;25;40;neutral;80;4;3;0.05;TRUE;TRUE
636990de-efc5-5744-bf36-5145e676478e;09V092-G;Viaduc de Chillon - Gauche;3;43669;1970;8c433b08-8636-1740-b7ae-bb7a0b41fbc2;EN117_L;Entretoise axe 117, côté Ls;3816;Querträger;1123;Stahlbetonkonstruktion;2;43669;40;m²;1970;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
636990de-efc5-5744-bf36-5145e676478e;09V092-G;Viaduc de Chillon - Gauche;3;43669;1970;f1fc8ac3-8e08-eb4b-8e0b-bc5ff6354986;DAIC;Dalle inférieure centrale;373;Fahrbahnplatte;1123;Stahlbetonkonstruktion;0;45391;19560;m²;1970;TRUE;TRUE;3;14;10;neutral;80;4;3;0.05;TRUE;TRUE
636990de-efc5-5744-bf36-5145e676478e;09V092-G;Viaduc de Chillon - Gauche;3;43669;1970;ab1b0873-a848-1b45-af24-f7ded008f4e4;JO0203;Joint de chaussée, axes 102-03;406;Fahrbahnübergang mit Fingerverschluss;1141;Stahlkonstruktion;0;45364;12;m;1970;TRUE;TRUE;3;19;60;neutral;20;2;3;0.05;TRUE;TRUE
636990de-efc5-5744-bf36-5145e676478e;09V092-G;Viaduc de Chillon - Gauche;3;43669;1970;668dad1d-3197-4277-a7df-30d36761bdc2;MUDRGA_V;Mur arrière de culée Villeneuve_entre viaduc côté droite et gauche;3807;Widerlagerrückwand;1123;Stahlbetonkonstruktion;2;43693;13.5;m²;1970;TRUE;TRUE;2;5;10;neutral;80;4;3;0.05;TRUE;TRUE
636990de-efc5-5744-bf36-5145e676478e;09V092-G;Viaduc de Chillon - Gauche;3;43669;1970;34d2c36a-890f-5743-848e-75adb8003914;MAGALS;Mur en aile gauche  Lausanne;3806;Flügelmauer;1123;Stahlbetonkonstruktion;0;45391;4;m²;1970;TRUE;TRUE;3;7;10;neutral;80;4;3;0.05;TRUE;TRUE
636990de-efc5-5744-bf36-5145e676478e;09V092-G;Viaduc de Chillon - Gauche;3;43669;1970;f7a4b7e5-522e-2949-9bab-ae3087362c60;PI118;Pile axe 118 côtés Ls et Vi;3223;Doppelpfeiler;1123;Stahlbetonkonstruktion;0;45391;150;m²;1970;TRUE;TRUE;3;9;10;neutral;80;4;3;0.05;TRUE;TRUE
636990de-efc5-5744-bf36-5145e676478e;09V092-G;Viaduc de Chillon - Gauche;3;43669;1970;d1761084-e0d6-9546-9fb9-68196741af57;EN101_L;Entretoise axe 101, côté Ls ;3816;Querträger;1123;Stahlbetonkonstruktion;2;43669;37;m²;1970;TRUE;TRUE;2;10;10;neutral;80;4;3;0.05;TRUE;TRUE
636990de-efc5-5744-bf36-5145e676478e;09V092-G;Viaduc de Chillon - Gauche;3;43669;1970;93ed50e5-fffd-41a0-8928-47dc6361a227;DAIGA;Dalle inférieure gauche;373;Fahrbahnplatte;1123;Stahlbetonkonstruktion;0;45391;8480;m²;1970;TRUE;TRUE;3;14;10;neutral;80;4;3;0.05;TRUE;TRUE
636990de-efc5-5744-bf36-5145e676478e;09V092-G;Viaduc de Chillon - Gauche;3;43669;1970;cfeddaf2-9338-420f-9345-511e32f16594;MU_PI118_M;Mur ancré - Pile 118;3809;Mauer mit Rippen;1123;Stahlbetonkonstruktion;2;43669;45;m²;1970;TRUE;TRUE;2;7;10;neutral;80;4;3;0.05;TRUE;TRUE
